date,open,high,low,close,volume
2023-03-06,104.7573,105.1083,104.1464,104.7048,2131950.0
2023-03-07,104.7429,105.1606,104.0097,105.0215,1890331.0
2023-03-08,106.1568,106.6676,105.4321,106.1617,1843574.0
2023-03-09,106.9157,107.0499,105.9076,106.489,921461.0
2023-03-10,107.5762,107.7246,107.1848,107.3992,1795416.0
2023-03-13,107.5657,108.1908,107.1774,107.5292,1566206.0
2023-03-14,107.8505,108.6029,107.551,107.9453,2600150.0
2023-03-15,108.7204,109.6025,107.9485,108.8062,2703220.0
2023-03-16,106.4917,107.6778,105.9964,106.9472,2450915.0
2023-03-17,106.6346,107.3121,105.6082,106.5797,867964.0
2023-03-20,106.2,106.4285,104.9753,106.0207,2650699.0
2023-03-21,104.9187,106.1015,104.2145,105.2503,1672159.0
2023-03-22,104.8061,105.5685,103.9399,104.9449,1716011.0
2023-03-23,106.6221,107.3914,106.6936,106.8695,2879326.0
2023-03-24,105.5976,106.5038,105.5649,105.8019,2708050.0
2023-03-27,107.085,107.5282,106.6731,107.0736,911937.0
2023-03-28,104.5166,105.5434,104.3269,104.9541,1591632.0
2023-03-29,104.7028,105.3723,104.3785,104.5743,2449352.0
2023-03-30,104.9784,105.7614,103.9177,104.8204,1985463.0
2023-03-31,105.5467,106.5807,104.9079,105.5997,1366747.0
2023-04-03,106.0146,107.1327,105.9166,106.5432,1954508.0
2023-04-04,107.3857,108.2116,107.3325,107.6001,2706539.0
2023-04-05,107.4572,108.0718,106.8414,107.1929,1291236.0
2023-04-06,106.0486,107.0495,106.3805,106.6411,2441349.0
2023-04-07,107.7067,108.7017,106.8475,107.7817,2416474.0
2023-04-10,107.3235,108.1633,106.9041,107.5773,2748551.0
2023-04-11,106.1441,106.19,105.1664,105.9735,1455471.0
2023-04-12,104.4336,104.7472,104.1916,104.5748,1275034.0
2023-04-13,103.5464,104.3503,103.0136,103.4628,2004840.0
2023-04-14,104.2392,104.2776,103.6379,104.1214,1968844.0
2023-04-17,104.7242,104.7089,103.523,104.341,1700976.0
2023-04-18,105.2046,105.669,104.4105,105.2473,2514393.0
2023-04-19,104.8286,105.0176,104.4501,104.7498,2557906.0
2023-04-20,104.6791,105.3926,103.9963,104.991,1340539.0
2023-04-21,106.0731,106.6343,105.6004,105.8211,2550165.0
2023-04-24,105.3102,105.5901,104.5145,105.4706,1307641.0
2023-04-25,105.972,106.9868,105.889,106.091,1696794.0
2023-04-26,105.286,106.2077,104.9347,105.2907,859800.0
2023-04-27,104.5463,105.3303,103.9703,104.8741,1548866.0
2023-04-28,104.4834,104.6845,104.1625,104.4356,2908733.0
2023-05-01,103.178,103.6386,102.4925,102.9788,1773637.0
2023-05-02,103.6824,103.8369,103.0986,103.6217,2362037.0
2023-05-03,102.7519,103.5211,102.7489,103.0795,1037438.0
2023-05-04,103.1106,104.1289,102.3738,103.1362,2198232.0
2023-05-05,103.9264,104.8059,102.8735,103.7724,1617465.0
2023-05-08,103.978,105.1996,103.4441,104.37,2436788.0
2023-05-09,105.0188,105.6449,104.8184,105.2451,2841642.0
2023-05-10,105.3472,105.9188,104.5552,105.1628,1969548.0
2023-05-11,104.7272,105.4399,104.332,104.6707,1026220.0
2023-05-12,104.6986,105.0822,104.2773,104.6124,1847494.0
2023-05-15,102.9174,103.23,102.2847,102.5361,1070839.0
2023-05-16,100.891,100.907,99.843,100.7965,1788970.0
2023-05-17,99.3675,99.5229,98.3446,99.2369,934523.0
2023-05-18,98.6209,98.6507,97.3047,98.0891,2208966.0
2023-05-19,98.5567,98.8428,98.0409,98.5989,1482991.0
2023-05-22,97.4113,97.8102,97.0386,97.567,1243376.0
2023-05-23,97.2464,97.9917,96.6028,97.1632,838067.0
2023-05-24,98.8036,99.6945,98.1415,98.7169,2753729.0
2023-05-25,98.2308,98.9248,97.8515,98.3344,2641830.0
2023-05-26,99.0391,100.0927,99.0271,99.244,2585855.0
2023-05-29,98.6254,99.145,97.9626,98.1718,1569039.0
2023-05-30,98.0331,98.1919,97.0315,97.9691,2936968.0
2023-05-31,96.7495,97.3792,96.3742,96.8914,2072940.0
2023-06-01,96.7128,96.9736,95.6113,96.536,1082690.0
2023-06-02,97.5267,97.7158,97.3069,97.548,1110260.0
2023-06-05,95.5167,96.3103,94.9927,95.5651,1378845.0
2023-06-06,96.2096,96.5728,95.8257,96.1015,2939161.0
2023-06-07,96.165,96.9178,96.098,96.4141,1173145.0
2023-06-08,95.8328,95.9909,95.6436,95.7652,2786363.0
2023-06-09,94.5019,94.3892,93.9468,94.1418,2291629.0
2023-06-12,94.3488,95.1247,93.3888,94.2609,2828174.0
2023-06-13,93.6292,93.831,93.3348,93.6997,2617228.0
2023-06-14,93.9035,94.2898,93.3903,93.9988,1530758.0
2023-06-15,93.9838,94.4023,93.5733,94.061,2621369.0
2023-06-16,95.8579,96.4257,95.4651,95.9066,1172096.0
2023-06-19,95.5972,96.2701,95.1159,95.6695,1440132.0
2023-06-20,94.706,95.047,94.279,94.5328,1265898.0
2023-06-21,94.4454,94.9405,93.836,94.774,1092970.0
2023-06-22,95.226,95.3656,94.2669,95.0621,998003.0
2023-06-23,96.5772,97.481,95.9088,96.6506,1212278.0
2023-06-26,97.7314,98.3159,97.1482,97.6578,1064243.0
2023-06-27,97.8939,98.7864,97.882,98.1151,1636935.0
2023-06-28,100.1426,100.5795,98.9498,99.8772,956869.0
2023-06-29,98.7378,99.2672,98.0913,98.4924,934808.0
2023-06-30,97.9633,97.9246,97.6338,97.7757,2977610.0
2023-07-03,96.4346,97.1435,96.3328,96.7276,992927.0
2023-07-04,96.4736,96.8778,95.5289,96.3138,962926.0
2023-07-05,94.838,95.1447,94.1354,94.7612,866233.0
2023-07-06,95.2147,96.3429,94.7804,95.5214,1091592.0
2023-07-07,95.3003,95.8141,94.5288,95.3049,1961422.0
2023-07-10,93.7292,94.4025,93.3886,93.6609,2619960.0
2023-07-11,92.6599,93.3592,91.6948,92.5569,2416763.0
2023-07-12,92.9751,93.4574,92.4829,92.9422,2076528.0
2023-07-13,93.9688,94.7768,93.2801,93.9141,987054.0
2023-07-14,96.4855,96.8065,96.1037,96.2019,2503717.0
2023-07-17,99.8485,100.4661,98.6141,99.6042,881952.0
2023-07-18,99.5652,100.5465,99.7861,100.1394,2188006.0
2023-07-19,98.9275,99.5338,98.8361,98.9904,1700530.0
2023-07-20,96.4656,97.0553,96.0028,96.4973,2740785.0
2023-07-21,96.5066,97.0343,96.6366,96.8459,1476572.0
2023-07-24,95.958,96.38,95.7124,95.9399,2204628.0
2023-07-25,95.7386,96.384,94.8611,95.5001,1767989.0
2023-07-26,94.6307,95.4701,94.4066,94.8368,1948675.0
2023-07-27,94.7783,94.9606,93.834,94.7145,2865355.0
2023-07-28,95.7882,96.3526,95.5924,95.964,2368049.0
2023-07-31,96.054,96.4453,95.4584,96.1832,1712023.0
2023-08-01,96.3224,96.1561,95.544,96.0386,1784264.0
2023-08-02,94.7805,95.7704,94.225,94.8835,2350057.0
2023-08-03,93.1006,93.4828,92.4196,93.0146,1561340.0
2023-08-04,92.1628,92.8576,92.0229,92.509,1169287.0
2023-08-07,92.8308,93.077,91.603,92.4863,1828835.0
2023-08-08,94.5993,94.5861,94.0995,94.4854,950095.0
2023-08-09,94.6364,95.0025,94.4253,94.6709,1173371.0
2023-08-10,95.9355,96.5274,95.1446,95.8252,1725558.0
2023-08-11,95.0208,95.9282,94.4686,95.2894,2552457.0
2023-08-14,94.1949,94.8969,93.8446,93.9726,2519118.0
2023-08-15,92.8616,93.5336,92.4529,92.9219,1373548.0
2023-08-16,92.1127,92.6385,91.318,92.1504,1728241.0
2023-08-17,94.4479,95.2833,93.8085,94.5409,1137769.0
2023-08-18,93.5381,94.5018,92.7173,93.6468,2461537.0
2023-08-21,94.758,95.335,94.0794,94.6266,1341974.0
2023-08-22,93.687,94.5445,92.9893,93.6391,2558957.0
2023-08-23,94.8468,95.4847,94.3708,94.7234,2652554.0
2023-08-24,95.1971,96.0367,94.2918,95.1988,2315987.0
2023-08-25,95.1555,95.2506,94.6495,95.058,1526442.0
2023-08-28,94.9699,95.7711,94.3227,95.0495,2896400.0
2023-08-29,94.7614,94.8087,93.904,94.3407,2309309.0
2023-08-30,94.5858,95.4506,94.3087,94.8834,2220846.0
2023-08-31,94.6414,95.0534,93.6973,94.4033,2684101.0
2023-09-01,93.3072,93.9579,92.5334,93.0526,2739232.0
2023-09-04,91.5066,92.5668,90.8229,91.6629,971038.0
2023-09-05,92.2991,92.2196,91.4507,91.8894,2739404.0
2023-09-06,93.8538,94.3796,93.0282,93.6674,2483053.0
2023-09-07,94.067,94.6122,93.5015,93.8847,1254348.0
2023-09-08,93.7938,94.1748,93.3502,93.7885,1476864.0
2023-09-11,94.1068,94.3469,93.6807,94.1477,2455863.0
2023-09-12,95.6208,95.7918,95.4569,95.6609,1276569.0
2023-09-13,96.0259,96.7182,95.7758,95.951,1795312.0
2023-09-14,95.7839,96.0327,94.8469,95.5162,2315583.0
2023-09-15,96.8576,97.7781,96.1544,96.8225,2231077.0
2023-09-18,97.1819,97.8641,96.6811,97.3593,2801552.0
2023-09-19,99.3561,100.1647,99.0757,99.1925,1045381.0
2023-09-20,99.6335,99.9181,99.0586,99.4503,1449042.0
2023-09-21,98.1572,98.8271,97.7563,98.0288,2966734.0
2023-09-22,96.6024,96.6287,95.6866,96.4586,2051434.0
2023-09-25,98.3548,98.9985,97.5475,98.4081,1347155.0
2023-09-26,100.2963,101.3088,100.1594,100.483,1437635.0
2023-09-27,100.1325,101.2418,99.6035,100.3067,1546267.0
2023-09-28,99.5589,100.7249,99.6694,99.8856,2019428.0
2023-09-29,101.7254,101.8128,101.3238,101.6773,1425992.0
2023-10-02,100.3504,100.8042,100.1416,100.3672,2168096.0
2023-10-03,99.2423,99.4726,98.9769,99.3297,1779588.0
2023-10-04,99.5443,100.3349,99.428,100.1363,2142737.0
2023-10-05,99.4534,100.4078,98.7856,99.7022,1141266.0
2023-10-06,99.9595,100.4759,99.4544,99.7359,2171802.0
2023-10-09,99.4478,100.3732,98.9948,99.5802,2834431.0
2023-10-10,100.0955,100.9025,99.292,100.0234,1097175.0
2023-10-11,101.4698,102.5317,100.7784,101.7528,1520375.0
2023-10-12,102.1973,102.7405,101.2427,101.9041,2325789.0
2023-10-13,102.7027,102.8803,102.3937,102.7323,2158289.0
2023-10-16,100.3041,100.5578,99.5814,100.246,2284450.0
2023-10-17,100.6937,100.8887,99.8381,100.2275,2031042.0
2023-10-18,99.5544,100.1192,98.2822,99.2534,2301693.0
2023-10-19,97.7814,97.9432,97.3916,97.8414,2140652.0
2023-10-20,96.7346,97.3949,96.1552,96.8495,962955.0
2023-10-23,96.4371,97.1847,96.3833,96.4999,2452823.0
2023-10-24,97.6987,97.7228,97.1502,97.5992,1783045.0
2023-10-25,96.0645,96.5279,95.2319,96.0847,913191.0
2023-10-26,96.0825,97.0298,95.5342,96.1585,1699877.0
2023-10-27,95.9189,96.312,95.1605,95.6383,1757395.0
2023-10-30,95.2787,95.5996,94.4024,95.3005,990765.0
2023-10-31,96.9291,97.3224,95.6473,96.4854,2991394.0
2023-11-01,97.1646,97.5484,96.7681,97.147,1289209.0
2023-11-02,99.0975,99.6021,98.1623,98.7449,1527447.0
2023-11-03,98.6718,98.9652,98.0681,98.6014,1770117.0
2023-11-06,98.0057,98.4349,97.163,97.8173,2631513.0
2023-11-07,97.4523,98.04,97.2027,97.5937,2434393.0
2023-11-08,97.7495,98.2568,97.6036,97.9167,2496118.0
2023-11-09,98.2536,99.0448,97.2589,98.1634,1321536.0
2023-11-10,97.1169,97.1858,96.0224,96.9253,2659956.0
2023-11-13,97.0771,97.2405,96.2355,97.0693,2625449.0
2023-11-14,97.1235,97.771,96.4193,97.374,1820489.0
2023-11-15,100.0815,101.1031,99.5813,100.3546,2000756.0
2023-11-16,102.3619,103.5035,101.8458,102.6549,881708.0
2023-11-17,101.2855,102.6602,100.8456,101.6449,2472927.0
2023-11-20,101.3572,101.7066,100.7954,101.335,2914029.0
2023-11-21,99.8201,100.0612,99.0872,99.596,1839623.0
2023-11-22,98.9272,99.1506,98.617,98.9298,1989103.0
2023-11-23,98.895,99.9574,98.6682,99.3441,1898227.0
2023-11-24,100.7829,101.8274,100.458,100.8213,981818.0
2023-11-27,99.947,100.7102,99.6476,99.9796,2163382.0
2023-11-28,99.6508,99.8656,98.6122,99.2348,2387180.0
2023-11-29,96.4356,97.1557,96.2638,96.7174,2841535.0
2023-11-30,96.4919,97.4594,96.2805,96.5673,2845529.0
2023-12-01,95.7002,95.8967,94.579,95.3748,1881987.0
2023-12-04,94.8923,95.0165,93.9779,94.807,2909764.0
2023-12-05,93.9531,94.2498,93.6119,93.8474,1963046.0
2023-12-06,93.8002,93.9292,93.6786,93.7787,2212497.0
2023-12-07,91.8988,92.097,91.4685,91.8382,2124393.0
2023-12-08,90.3985,90.3628,89.5201,90.2582,2997100.0
2023-12-11,92.4505,93.0708,91.8085,92.6005,2422533.0
2023-12-12,91.3671,91.819,91.0021,91.2069,1064010.0
2023-12-13,89.7957,90.4112,89.3254,90.043,958070.0
2023-12-14,92.1243,92.5042,91.8759,92.0638,1701737.0
2023-12-15,95.3441,96.2282,94.8801,95.31,1934512.0
2023-12-18,93.8924,94.7384,93.0693,94.0082,2270971.0
2023-12-19,93.6262,94.1798,93.3745,93.6304,1859501.0
2023-12-20,93.9345,94.3865,93.8272,94.0516,1932209.0
2023-12-21,95.8344,96.9117,95.5788,96.0403,2827706.0
2023-12-22,94.8742,95.2372,94.3169,94.9414,1536733.0
2023-12-25,94.4908,95.0719,93.8101,94.6999,1885714.0
2023-12-26,95.6829,96.4991,94.6814,95.6211,2026247.0
2023-12-27,95.9371,96.7127,96.0018,96.1583,1830305.0
2023-12-28,95.899,96.4982,95.548,95.7627,2929864.0
2023-12-29,95.4212,96.2514,94.8709,95.6472,2916839.0
2024-01-01,94.0008,94.7549,93.7841,94.1074,1928866.0
2024-01-02,93.7588,94.2229,93.0346,93.8761,1791268.0
2024-01-03,93.8616,93.9105,92.9609,93.6135,2095731.0
2024-01-04,93.9738,94.2783,93.7233,93.9118,1197945.0
2024-01-05,93.284,93.5474,92.531,93.3235,1737158.0
2024-01-08,93.9826,94.7216,93.646,93.8889,1277215.0
2024-01-09,94.6668,95.4049,94.6101,95.0675,1116910.0
2024-01-10,95.2746,95.8596,94.714,95.2828,1009412.0
2024-01-11,96.1056,96.5011,95.196,95.7231,2091548.0
2024-01-12,95.8478,96.5943,95.1349,95.8225,801249.0
2024-01-15,95.8739,96.335,95.2019,95.8609,2221580.0
2024-01-16,95.1734,95.5718,94.1253,95.0692,1750280.0
2024-01-17,95.6393,96.4184,94.5141,95.4683,1606261.0
2024-01-18,95.014,96.0696,94.8562,95.395,2492333.0
2024-01-19,97.5002,98.6444,97.6477,97.8293,1985249.0
2024-01-22,99.7575,100.6252,98.9626,99.7155,2413626.0
2024-01-23,100.0738,101.0277,99.236,100.2171,2360843.0
2024-01-24,99.6002,99.6044,98.9556,99.3395,870727.0
2024-01-25,97.9914,98.6473,97.5481,98.0532,1274083.0
2024-01-26,99.109,99.6847,99.0141,99.494,2053962.0
2024-01-29,99.5942,100.534,99.7014,99.8475,2946201.0
2024-01-30,99.9102,101.4269,99.7544,100.4627,1139422.0
2024-01-31,98.3536,98.9522,97.9884,98.3997,1032227.0
2024-02-01,99.4967,100.0216,98.7292,99.5342,2870367.0
2024-02-02,100.0317,100.2492,99.2668,100.1167,2926964.0
2024-02-05,99.0359,99.7752,97.9935,98.8227,1168202.0
2024-02-06,98.5387,98.4925,97.8361,98.3031,1683757.0
2024-02-07,98.6199,98.7886,98.2693,98.6535,2178606.0
2024-02-08,98.3334,99.0725,97.9908,98.7551,1229501.0
2024-02-09,98.5699,98.6048,97.6398,98.4483,1517724.0
2024-02-12,98.4747,98.8667,97.8322,98.3654,1669635.0
2024-02-13,98.1681,98.6612,97.2207,98.1074,2211434.0
2024-02-14,98.5192,98.7011,98.1005,98.3262,1477741.0
2024-02-15,99.8686,100.2478,99.2097,100.1018,1706968.0
2024-02-16,97.4486,97.2532,96.8777,97.0587,1437082.0
2024-02-19,96.6359,97.2535,96.5911,96.8217,2471214.0
2024-02-20,97.2109,97.2154,96.502,97.0655,1136676.0
2024-02-21,97.1202,98.1589,97.2924,97.4491,1307494.0
2024-02-22,96.8726,97.331,96.9099,97.0531,1349977.0
2024-02-23,95.3343,95.3994,94.9505,95.046,2792742.0
2024-02-26,95.4083,95.8922,94.9878,95.4581,2877847.0
2024-02-27,97.6387,97.9379,96.6979,97.475,1900461.0
2024-02-28,95.7652,95.817,95.5941,95.7198,1144080.0
2024-02-29,96.73,96.9447,96.0856,96.7503,2463404.0
2024-03-01,96.6706,97.2526,95.597,96.4076,1882599.0
2024-03-04,96.3296,96.4727,96.1331,96.3752,2669406.0
2024-03-05,94.8571,95.7267,94.9751,95.1961,1591987.0
2024-03-06,94.6997,95.3648,94.0224,94.8521,2997422.0
2024-03-07,96.476,96.7551,95.5595,96.3698,2575407.0
2024-03-08,97.1589,97.5561,96.5142,97.0821,1292680.0
2024-03-11,98.8284,99.9347,98.309,99.1391,2396200.0
2024-03-12,100.4338,101.4415,100.3949,100.5795,1431163.0
2024-03-13,101.032,101.4878,100.6894,101.1497,1569542.0
2024-03-14,103.2314,103.7101,102.5176,103.3069,1350952.0
2024-03-15,103.6065,104.2231,103.5478,103.8924,2300883.0
2024-03-18,104.8343,105.5246,104.1506,104.9663,1378316.0
2024-03-19,104.4822,105.3828,104.0553,104.6347,2205358.0
2024-03-20,104.9217,105.0801,103.948,104.7601,2081378.0
2024-03-21,104.0934,104.3385,103.3867,103.9253,2451757.0
2024-03-22,105.1703,106.187,104.7474,105.2009,2985749.0
2024-03-25,103.6742,103.9046,103.4471,103.7555,819404.0
2024-03-26,104.8004,105.3103,104.4698,104.7711,2978611.0
2024-03-27,104.4025,105.3476,103.7615,104.5733,1040577.0
2024-03-28,105.8416,106.3346,105.8653,106.0849,1958901.0
2024-03-29,106.8819,107.236,106.8933,107.0832,1549957.0
2024-04-01,109.3266,109.7112,109.1824,109.4656,2205859.0
2024-04-02,110.2122,111.4933,110.1845,110.4693,2387820.0
2024-04-03,108.4647,108.547,107.5179,108.4295,2691935.0
2024-04-04,108.544,108.6779,107.8887,108.3858,1684355.0
2024-04-05,106.5655,107.0418,105.845,106.9048,2852453.0
2024-04-08,106.288,106.4948,106.0452,106.2827,1509357.0
2024-04-09,108.205,108.9651,107.5076,108.2526,1248493.0
2024-04-10,109.1986,109.4705,108.5743,109.1241,1634090.0
2024-04-11,108.2497,108.9153,107.7614,108.2525,1962791.0
2024-04-12,106.6679,107.6542,106.0294,106.9789,2269951.0
2024-04-15,106.7935,107.9894,106.0167,107.0638,2632241.0
2024-04-16,105.5499,105.6537,104.609,105.5437,1294685.0
2024-04-17,104.9514,105.645,104.4499,104.7359,1467044.0
2024-04-18,104.7042,105.8611,104.8557,105.1699,2865094.0
2024-04-19,106.7438,106.9329,105.9335,106.67,1767579.0
2024-04-22,107.7477,108.3472,107.1048,107.4919,1331455.0
2024-04-23,104.5474,105.4891,103.7833,104.5794,2968366.0
2024-04-24,105.1187,105.3485,104.3629,105.0032,1787736.0
2024-04-25,104.9881,106.1105,104.5095,105.1359,2967102.0
2024-04-26,105.6749,106.2382,104.8063,105.7002,2822494.0
2024-04-29,107.443,108.4856,106.9953,107.7924,2793434.0
2024-04-30,104.6737,106.2039,105.0364,105.1667,2080044.0
2024-05-01,104.6598,104.9072,104.3119,104.4628,2556586.0
2024-05-02,105.038,106.1208,104.5703,105.2454,2913221.0
2024-05-03,103.1959,103.6893,102.7347,103.29,1392087.0
2024-05-06,104.8691,106.0223,104.8093,105.1607,883045.0
2024-05-07,105.3696,106.3446,105.1638,105.6676,1505870.0
2024-05-08,106.7462,107.0981,105.9482,106.7834,2201176.0
2024-05-09,105.9397,106.5959,105.1991,106.0945,2004022.0
2024-05-10,107.254,107.5865,106.5244,107.1729,977286.0
2024-05-13,108.6882,108.7749,108.1047,108.5899,2033710.0
2024-05-14,109.0067,109.075,108.5625,108.9368,1183676.0
2024-05-15,109.339,109.7369,108.6642,109.2868,1912106.0
2024-05-16,110.0312,109.8136,109.2647,109.6851,2066540.0
2024-05-17,108.3607,108.8629,107.9327,108.5926,2200674.0
2024-05-20,108.4319,109.26,107.6749,108.4438,1707620.0
2024-05-21,108.534,109.0871,108.116,108.2887,1698310.0
2024-05-22,109.1055,109.6625,108.7203,108.8302,2292861.0
2024-05-23,109.8662,110.6042,109.8588,110.1795,2448183.0
2024-05-24,108.756,109.8045,107.8391,108.824,2577029.0
2024-05-27,108.9996,109.394,107.9633,108.7043,1533809.0
2024-05-28,110.7927,110.9165,110.3983,110.6803,1732967.0
2024-05-29,109.7798,109.9886,108.7479,109.7369,1527489.0
2024-05-30,108.6507,109.4848,108.1296,108.698,1960596.0
2024-05-31,108.9217,109.2841,108.4293,109.0054,1079897.0
2024-06-03,110.217,110.7666,109.1159,110.1535,1746201.0
2024-06-04,110.1571,111.3066,110.0435,110.2127,1215166.0
2024-06-05,112.0048,112.1304,111.6854,112.0144,1971295.0
2024-06-06,113.2287,113.341,112.5008,113.2109,2671145.0
2024-06-07,114.2447,115.5367,114.0841,114.3998,2967870.0
2024-06-10,115.3289,115.9276,114.3865,115.2062,1781821.0
2024-06-11,119.1608,118.724,118.1235,118.4702,923925.0
2024-06-12,117.8058,119.299,118.0022,118.226,1301309.0
2024-06-13,115.5056,116.4609,115.1004,115.4308,1030601.0
2024-06-14,117.5202,118.3849,117.1337,117.6992,2470550.0
2024-06-17,117.235,117.8722,116.7971,117.0998,2966280.0
2024-06-18,117.3092,117.7039,117.0387,117.2982,2018758.0
2024-06-19,119.3701,119.3618,118.1464,119.1885,1189066.0
2024-06-20,117.2194,117.6872,116.4903,116.9445,846543.0
2024-06-21,115.2791,115.6557,114.7454,115.2348,2947400.0
2024-06-24,113.3226,113.855,112.8973,113.0666,1495995.0
2024-06-25,111.5091,112.9896,111.562,112.0343,1046423.0
2024-06-26,113.0286,112.8013,112.289,112.6702,1189403.0
2024-06-27,113.5091,114.1455,112.6874,113.424,1361560.0
2024-06-28,114.0908,114.1962,113.5211,113.8454,2242920.0
2024-07-01,111.6877,112.9534,110.9538,111.9609,2761923.0
2024-07-02,108.721,109.2595,107.8819,108.902,1405068.0
2024-07-03,109.0484,109.7249,108.8096,109.0166,2311930.0
2024-07-04,108.4393,109.0917,108.2297,108.443,942882.0
2024-07-05,109.1459,109.5822,108.8619,109.0842,822226.0
2024-07-08,110.2854,110.8279,109.323,110.0467,920856.0
2024-07-09,109.884,111.1038,110.0419,110.2733,2830882.0
2024-07-10,111.5401,112.0026,110.3579,111.3232,2079800.0
2024-07-11,111.6758,112.5479,110.8042,111.674,2571373.0
2024-07-12,112.3832,113.5365,111.487,112.429,847791.0
2024-07-15,111.1951,112.0556,110.8837,111.5232,848913.0
2024-07-16,111.4395,111.9544,110.2175,111.3275,2667342.0
2024-07-17,111.0959,111.759,111.4789,111.6349,1025743.0
2024-07-18,112.925,113.6995,112.2587,112.7787,1141873.0
2024-07-19,111.9559,112.929,111.8513,112.291,1941679.0
2024-07-22,113.0502,113.5662,111.96,113.0382,2134445.0
2024-07-23,112.6959,112.9309,112.0248,112.7228,1303547.0
2024-07-24,112.8723,113.6231,111.6792,112.6089,1778313.0
2024-07-25,113.7342,114.2931,113.4867,113.7749,2284716.0
2024-07-26,110.945,111.8928,110.0096,111.0992,1774273.0
2024-07-29,109.3044,109.6717,108.8148,109.4152,1641837.0
2024-07-30,107.7866,108.5508,106.9277,107.5129,957953.0
2024-07-31,104.6573,104.8176,103.5271,104.5452,1794125.0
2024-08-01,103.6561,104.0261,103.2769,103.7361,2566054.0
2024-08-02,104.661,105.6247,104.2312,104.7105,2178869.0
2024-08-05,104.0672,105.3562,103.7406,104.3944,2764715.0
2024-08-06,104.7653,104.9885,104.4586,104.684,1077577.0
2024-08-07,105.7207,106.6488,105.6814,106.0941,824236.0
2024-08-08,107.989,108.6465,107.5316,107.8269,2005949.0
2024-08-09,107.8083,108.7404,107.5726,107.7806,1192929.0
2024-08-12,110.0974,110.0577,108.6106,109.5743,2106780.0
